Source,Target,weight,Label
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",Tuesday-Disturbing The Peace,1,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",Tuesday-Theft From Motor Vehicle - Petty ($950 & Under),1,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)","Tuesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",1,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",Tuesday-Vehicle - Stolen,1,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
"Monday-Theft, Coin Machine - Grand ($950.01 & Over)",Tuesday-Extortion,1,"Monday-Theft, Coin Machine - Grand ($950.01 & Over)"
Monday-Burglary From Vehicle,Tuesday-Threatening Phone Calls/Letters,2,Monday-Burglary From Vehicle
Monday-Burglary From Vehicle,Tuesday-Extortion,1,Monday-Burglary From Vehicle
"Monday-Theft, Person","Tuesday-Theft, Person",2,"Monday-Theft, Person"
"Monday-Theft, Person",Tuesday-Threatening Phone Calls/Letters,1,"Monday-Theft, Person"
"Monday-Theft, Person","Tuesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",3,"Monday-Theft, Person"
"Monday-Theft, Person",Tuesday-Extortion,1,"Monday-Theft, Person"
"Tuesday-Theft, Person",Wednesday-Violation Of Restraining Order,3,"Tuesday-Theft, Person"
Tuesday-Threatening Phone Calls/Letters,Wednesday-Violation Of Restraining Order,1,Tuesday-Threatening Phone Calls/Letters
Tuesday-Threatening Phone Calls/Letters,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",1,Tuesday-Threatening Phone Calls/Letters
Tuesday-Threatening Phone Calls/Letters,Wednesday-Theft Of Identity,4,Tuesday-Threatening Phone Calls/Letters
Tuesday-Threatening Phone Calls/Letters,Wednesday-Theft From Motor Vehicle - Petty ($950 & Under),1,Tuesday-Threatening Phone Calls/Letters
Tuesday-Threatening Phone Calls/Letters,Wednesday-Theft Plain - Petty ($950 & Under),1,Tuesday-Threatening Phone Calls/Letters
Tuesday-Threatening Phone Calls/Letters,Wednesday-Vandalism - Misdeameanor ($399 Or Under),1,Tuesday-Threatening Phone Calls/Letters
Tuesday-Threatening Phone Calls/Letters,Wednesday-Robbery,1,Tuesday-Threatening Phone Calls/Letters
Tuesday-Disturbing The Peace,Wednesday-Violation Of Restraining Order,1,Tuesday-Disturbing The Peace
Tuesday-Disturbing The Peace,Wednesday-Intimate Partner - Simple Assault,2,Tuesday-Disturbing The Peace
Tuesday-Disturbing The Peace,Wednesday-Theft From Motor Vehicle - Petty ($950 & Under),1,Tuesday-Disturbing The Peace
Tuesday-Disturbing The Peace,Wednesday-Theft Plain - Petty ($950 & Under),1,Tuesday-Disturbing The Peace
Tuesday-Disturbing The Peace,Wednesday-Burglary From Vehicle,4,Tuesday-Disturbing The Peace
Tuesday-Extortion,Wednesday-Violation Of Restraining Order,1,Tuesday-Extortion
Tuesday-Extortion,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",3,Tuesday-Extortion
Tuesday-Extortion,Wednesday-Intimate Partner - Simple Assault,1,Tuesday-Extortion
Tuesday-Extortion,Wednesday-Theft Of Identity,1,Tuesday-Extortion
Tuesday-Extortion,Wednesday-Theft From Motor Vehicle - Petty ($950 & Under),1,Tuesday-Extortion
Tuesday-Extortion,Wednesday-Theft Plain - Petty ($950 & Under),1,Tuesday-Extortion
Tuesday-Extortion,Wednesday-Vandalism - Misdeameanor ($399 Or Under),1,Tuesday-Extortion
Tuesday-Extortion,Wednesday-Robbery,1,Tuesday-Extortion
Wednesday-Violation Of Restraining Order,Thursday-Child Annoying (17Yrs & Under),1,Wednesday-Violation Of Restraining Order
"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Thursday-Child Annoying (17Yrs & Under),2,"Wednesday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Wednesday-Theft From Motor Vehicle - Petty ($950 & Under),Thursday-Child Annoying (17Yrs & Under),2,Wednesday-Theft From Motor Vehicle - Petty ($950 & Under)
Wednesday-Theft Plain - Petty ($950 & Under),Thursday-Child Annoying (17Yrs & Under),1,Wednesday-Theft Plain - Petty ($950 & Under)
Wednesday-Vandalism - Misdeameanor ($399 Or Under),Thursday-Child Annoying (17Yrs & Under),1,Wednesday-Vandalism - Misdeameanor ($399 Or Under)
Wednesday-Robbery,Thursday-Child Annoying (17Yrs & Under),1,Wednesday-Robbery
Thursday-Child Annoying (17Yrs & Under),Friday-Battery - Simple Assault,4,Thursday-Child Annoying (17Yrs & Under)
Thursday-Child Annoying (17Yrs & Under),"Friday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Thursday-Child Annoying (17Yrs & Under)
Thursday-Child Annoying (17Yrs & Under),Friday-Battery Police (Simple),1,Thursday-Child Annoying (17Yrs & Under)
Monday-Vehicle - Stolen,Tuesday-Contempt Of Court,3,Monday-Vehicle - Stolen
Monday-Vehicle - Stolen,Tuesday-Peeping Tom,1,Monday-Vehicle - Stolen
Monday-Vandalism - Misdeameanor ($399 Or Under),Tuesday-Contempt Of Court,1,Monday-Vandalism - Misdeameanor ($399 Or Under)
Monday-Vandalism - Misdeameanor ($399 Or Under),Tuesday-Peeping Tom,1,Monday-Vandalism - Misdeameanor ($399 Or Under)
Monday-Battery - Simple Assault,Tuesday-Contempt Of Court,4,Monday-Battery - Simple Assault
Monday-Battery - Simple Assault,Tuesday-Peeping Tom,3,Monday-Battery - Simple Assault
"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Tuesday-Contempt Of Court,2,"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",Tuesday-Peeping Tom,1,"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036"
Monday-Burglary,Tuesday-Contempt Of Court,2,Monday-Burglary
Monday-Burglary,Tuesday-Peeping Tom,1,Monday-Burglary
Monday-Robbery,Tuesday-Contempt Of Court,1,Monday-Robbery
Monday-Robbery,Tuesday-Peeping Tom,1,Monday-Robbery
"Monday-Assault With Deadly Weapon, Aggravated Assault",Tuesday-Contempt Of Court,1,"Monday-Assault With Deadly Weapon, Aggravated Assault"
"Monday-Assault With Deadly Weapon, Aggravated Assault",Tuesday-Peeping Tom,1,"Monday-Assault With Deadly Weapon, Aggravated Assault"
Monday-Theft Plain - Petty ($950 & Under),Tuesday-Contempt Of Court,1,Monday-Theft Plain - Petty ($950 & Under)
Monday-Burglary From Vehicle,Tuesday-Contempt Of Court,1,Monday-Burglary From Vehicle
Tuesday-Contempt Of Court,Wednesday-Vandalism - Misdeameanor ($399 Or Under),1,Tuesday-Contempt Of Court
Tuesday-Contempt Of Court,Wednesday-Criminal Threats - No Weapon Displayed,1,Tuesday-Contempt Of Court
Tuesday-Contempt Of Court,Wednesday-Theft Of Identity,4,Tuesday-Contempt Of Court
Tuesday-Contempt Of Court,Wednesday-Theft Plain - Petty ($950 & Under),3,Tuesday-Contempt Of Court
Tuesday-Contempt Of Court,Wednesday-Burglary From Vehicle,2,Tuesday-Contempt Of Court
Tuesday-Attempted Robbery,Wednesday-Criminal Threats - No Weapon Displayed,1,Tuesday-Attempted Robbery
Tuesday-Peeping Tom,Wednesday-Criminal Threats - No Weapon Displayed,1,Tuesday-Peeping Tom
Tuesday-Peeping Tom,Wednesday-Theft Plain - Petty ($950 & Under),1,Tuesday-Peeping Tom
Tuesday-Peeping Tom,Wednesday-Burglary From Vehicle,1,Tuesday-Peeping Tom
Thursday-Intimate Partner - Simple Assault,"Friday-Bunco, Grand Theft",1,Thursday-Intimate Partner - Simple Assault
"Friday-Bunco, Grand Theft",Saturday-Vandalism - Misdeameanor ($399 Or Under),2,"Friday-Bunco, Grand Theft"
"Friday-Bunco, Grand Theft",Saturday-Burglary,1,"Friday-Bunco, Grand Theft"
"Friday-Bunco, Grand Theft","Saturday-Assault With Deadly Weapon, Aggravated Assault",1,"Friday-Bunco, Grand Theft"
"Friday-Bunco, Grand Theft","Saturday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,"Friday-Bunco, Grand Theft"
Tuesday-Theft Plain - Petty ($950 & Under),Wednesday-Intimate Partner - Aggravated Assault,5,Tuesday-Theft Plain - Petty ($950 & Under)
Tuesday-Burglary From Vehicle,Wednesday-Intimate Partner - Aggravated Assault,2,Tuesday-Burglary From Vehicle
"Friday-Assault With Deadly Weapon, Aggravated Assault",Saturday-Oral Copulation,2,"Friday-Assault With Deadly Weapon, Aggravated Assault"
Friday-Battery - Simple Assault,Saturday-Oral Copulation,1,Friday-Battery - Simple Assault
"Friday-Embezzlement, Grand Theft ($950.01 & Over)",Saturday-Discharge Firearms/Shots Fired,2,"Friday-Embezzlement, Grand Theft ($950.01 & Over)"
"Friday-Embezzlement, Grand Theft ($950.01 & Over)",Saturday-Oral Copulation,1,"Friday-Embezzlement, Grand Theft ($950.01 & Over)"
Friday-Shoplifting - Petty Theft ($950 & Under),Saturday-Oral Copulation,1,Friday-Shoplifting - Petty Theft ($950 & Under)
Friday-Theft Plain - Petty ($950 & Under),Saturday-Oral Copulation,1,Friday-Theft Plain - Petty ($950 & Under)
"Friday-Theft, Person",Saturday-Discharge Firearms/Shots Fired,2,"Friday-Theft, Person"
"Friday-Theft, Person",Saturday-Oral Copulation,1,"Friday-Theft, Person"
Friday-Battery With Sexual Contact,Saturday-Discharge Firearms/Shots Fired,2,Friday-Battery With Sexual Contact
Friday-Battery With Sexual Contact,Saturday-Oral Copulation,1,Friday-Battery With Sexual Contact
Friday-Other Miscellaneous Crime,Saturday-Oral Copulation,1,Friday-Other Miscellaneous Crime
Saturday-Discharge Firearms/Shots Fired,Sunday-Shoplifting - Petty Theft ($950 & Under),3,Saturday-Discharge Firearms/Shots Fired
Saturday-Discharge Firearms/Shots Fired,Sunday-Vandalism - Misdeameanor ($399 Or Under),3,Saturday-Discharge Firearms/Shots Fired
Saturday-Discharge Firearms/Shots Fired,Sunday-Child Annoying (17Yrs & Under),2,Saturday-Discharge Firearms/Shots Fired
Saturday-Oral Copulation,Sunday-Shoplifting - Petty Theft ($950 & Under),1,Saturday-Oral Copulation
Saturday-Oral Copulation,Sunday-Child Annoying (17Yrs & Under),1,Saturday-Oral Copulation
Saturday-Oral Copulation,"Sunday-Assault With Deadly Weapon, Aggravated Assault",2,Saturday-Oral Copulation
Sunday-Child Annoying (17Yrs & Under),"Monday-Assault With Deadly Weapon, Aggravated Assault",1,Sunday-Child Annoying (17Yrs & Under)
Sunday-Child Annoying (17Yrs & Under),Monday-Brandish Weapon,1,Sunday-Child Annoying (17Yrs & Under)
Monday-Vandalism - Misdeameanor ($399 Or Under),"Tuesday-Burglary From Vehicle, Attempted",1,Monday-Vandalism - Misdeameanor ($399 Or Under)
Monday-Brandish Weapon,Tuesday-Theft From Motor Vehicle - Petty ($950 & Under),1,Monday-Brandish Weapon
Thursday-Robbery,"Friday-Bunco, Petty Theft",1,Thursday-Robbery
Thursday-Brandish Weapon,"Friday-Bunco, Petty Theft",1,Thursday-Brandish Weapon
"Friday-Bunco, Petty Theft",Saturday-Theft Of Identity,1,"Friday-Bunco, Petty Theft"
Saturday-Battery With Sexual Contact,Sunday-Disturbing The Peace,1,Saturday-Battery With Sexual Contact
Saturday-Theft Of Identity,Sunday-Disturbing The Peace,1,Saturday-Theft Of Identity
Sunday-Disturbing The Peace,Monday-Theft From Motor Vehicle - Petty ($950 & Under),1,Sunday-Disturbing The Peace
Sunday-Disturbing The Peace,Monday-Criminal Threats - No Weapon Displayed,1,Sunday-Disturbing The Peace
Sunday-Disturbing The Peace,Monday-Theft Plain - Petty ($950 & Under),2,Sunday-Disturbing The Peace
Sunday-Disturbing The Peace,Monday-Burglary,1,Sunday-Disturbing The Peace
Sunday-Disturbing The Peace,"Monday-Assault With Deadly Weapon, Aggravated Assault",1,Sunday-Disturbing The Peace
Monday-Criminal Threats - No Weapon Displayed,Tuesday-Disturbing The Peace,1,Monday-Criminal Threats - No Weapon Displayed
Tuesday-Vehicle - Stolen,Wednesday-Intimate Partner - Aggravated Assault,2,Tuesday-Vehicle - Stolen
Tuesday-Disturbing The Peace,Wednesday-Intimate Partner - Aggravated Assault,1,Tuesday-Disturbing The Peace
Tuesday-Disturbing The Peace,"Wednesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Tuesday-Disturbing The Peace
Tuesday-Theft From Motor Vehicle - Petty ($950 & Under),Wednesday-Intimate Partner - Aggravated Assault,1,Tuesday-Theft From Motor Vehicle - Petty ($950 & Under)
Tuesday-Theft From Motor Vehicle - Petty ($950 & Under),"Wednesday-Bunco, Grand Theft",2,Tuesday-Theft From Motor Vehicle - Petty ($950 & Under)
Wednesday-Robbery,Thursday-Child Abuse (Physical) - Simple Assault,1,Wednesday-Robbery
Wednesday-Intimate Partner - Aggravated Assault,Thursday-Robbery,3,Wednesday-Intimate Partner - Aggravated Assault
Wednesday-Intimate Partner - Aggravated Assault,Thursday-Other Miscellaneous Crime,1,Wednesday-Intimate Partner - Aggravated Assault
Wednesday-Intimate Partner - Aggravated Assault,"Thursday-Theft, Person",1,Wednesday-Intimate Partner - Aggravated Assault
Wednesday-Intimate Partner - Aggravated Assault,Thursday-Child Abuse (Physical) - Simple Assault,1,Wednesday-Intimate Partner - Aggravated Assault
Wednesday-Intimate Partner - Aggravated Assault,Thursday-Battery - Simple Assault,4,Wednesday-Intimate Partner - Aggravated Assault
Wednesday-Intimate Partner - Aggravated Assault,Thursday-Theft From Motor Vehicle - Petty ($950 & Under),1,Wednesday-Intimate Partner - Aggravated Assault
Wednesday-Intimate Partner - Aggravated Assault,Thursday-Shoplifting - Petty Theft ($950 & Under),2,Wednesday-Intimate Partner - Aggravated Assault
Wednesday-Intimate Partner - Simple Assault,Thursday-Child Abuse (Physical) - Simple Assault,1,Wednesday-Intimate Partner - Simple Assault
"Wednesday-Bunco, Grand Theft",Thursday-Robbery,4,"Wednesday-Bunco, Grand Theft"
"Wednesday-Bunco, Grand Theft",Thursday-Child Abuse (Physical) - Simple Assault,1,"Wednesday-Bunco, Grand Theft"
"Wednesday-Bunco, Grand Theft",Thursday-Theft From Motor Vehicle - Petty ($950 & Under),3,"Wednesday-Bunco, Grand Theft"
"Wednesday-Bunco, Grand Theft",Thursday-Shoplifting - Petty Theft ($950 & Under),1,"Wednesday-Bunco, Grand Theft"
"Thursday-Theft, Person",Friday-Other Miscellaneous Crime,1,"Thursday-Theft, Person"
Thursday-Child Abuse (Physical) - Simple Assault,Friday-Theft Plain - Petty ($950 & Under),2,Thursday-Child Abuse (Physical) - Simple Assault
Thursday-Child Abuse (Physical) - Simple Assault,Friday-Other Miscellaneous Crime,1,Thursday-Child Abuse (Physical) - Simple Assault
Thursday-Child Abuse (Physical) - Simple Assault,"Friday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Thursday-Child Abuse (Physical) - Simple Assault
Thursday-Child Abuse (Physical) - Simple Assault,"Friday-Assault With Deadly Weapon, Aggravated Assault",1,Thursday-Child Abuse (Physical) - Simple Assault
Thursday-Shoplifting - Petty Theft ($950 & Under),Friday-Other Miscellaneous Crime,3,Thursday-Shoplifting - Petty Theft ($950 & Under)
Friday-Theft Plain - Petty ($950 & Under),Saturday-Bike - Stolen,5,Friday-Theft Plain - Petty ($950 & Under)
Saturday-Bike - Stolen,"Sunday-Burglary, Attempted",1,Saturday-Bike - Stolen
Saturday-Bike - Stolen,Sunday-Shoplifting - Petty Theft ($950 & Under),2,Saturday-Bike - Stolen
Saturday-Bike - Stolen,"Sunday-Letters, Lewd",1,Saturday-Bike - Stolen
"Sunday-Burglary, Attempted",Monday-Burglary From Vehicle,1,"Sunday-Burglary, Attempted"
"Sunday-Burglary, Attempted","Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,"Sunday-Burglary, Attempted"
"Sunday-Burglary, Attempted",Monday-Theft From Motor Vehicle - Petty ($950 & Under),1,"Sunday-Burglary, Attempted"
Monday-Robbery,Tuesday-Threatening Phone Calls/Letters,1,Monday-Robbery
Monday-Criminal Threats - No Weapon Displayed,Tuesday-Threatening Phone Calls/Letters,1,Monday-Criminal Threats - No Weapon Displayed
Monday-Theft From Motor Vehicle - Petty ($950 & Under),Tuesday-Threatening Phone Calls/Letters,1,Monday-Theft From Motor Vehicle - Petty ($950 & Under)
Tuesday-Threatening Phone Calls/Letters,"Wednesday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Tuesday-Threatening Phone Calls/Letters
Thursday-Theft From Motor Vehicle - Petty ($950 & Under),Friday-Battery With Sexual Contact,1,Thursday-Theft From Motor Vehicle - Petty ($950 & Under)
Friday-Battery With Sexual Contact,Saturday-Theft From Motor Vehicle - Petty ($950 & Under),2,Friday-Battery With Sexual Contact
Friday-Battery With Sexual Contact,Saturday-Kidnapping,1,Friday-Battery With Sexual Contact
Friday-Battery With Sexual Contact,Saturday-Intimate Partner - Simple Assault,1,Friday-Battery With Sexual Contact
Friday-Battery With Sexual Contact,Saturday-Theft From Motor Vehicle - Grand ($400 And Over),1,Friday-Battery With Sexual Contact
"Friday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",Saturday-Kidnapping,1,"Friday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114"
Friday-Vandalism - Misdeameanor ($399 Or Under),Saturday-Kidnapping,1,Friday-Vandalism - Misdeameanor ($399 Or Under)
Friday-Theft From Motor Vehicle - Petty ($950 & Under),Saturday-Kidnapping,1,Friday-Theft From Motor Vehicle - Petty ($950 & Under)
"Friday-Assault With Deadly Weapon, Aggravated Assault",Saturday-Kidnapping,1,"Friday-Assault With Deadly Weapon, Aggravated Assault"
Saturday-Kidnapping,Sunday-Bike - Stolen,1,Saturday-Kidnapping
Saturday-Burglary,Sunday-Bike - Stolen,4,Saturday-Burglary
Saturday-Theft From Motor Vehicle - Grand ($400 And Over),Sunday-Bike - Stolen,1,Saturday-Theft From Motor Vehicle - Grand ($400 And Over)
Sunday-Bike - Stolen,Monday-Shoplifting - Petty Theft ($950 & Under),1,Sunday-Bike - Stolen
Sunday-Bike - Stolen,"Monday-Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",1,Sunday-Bike - Stolen
Sunday-Bike - Stolen,Monday-Vandalism - Misdeameanor ($399 Or Under),1,Sunday-Bike - Stolen
Sunday-Bike - Stolen,"Monday-Theft, Person",1,Sunday-Bike - Stolen
"Monday-Theft, Person","Tuesday-Letters, Lewd",1,"Monday-Theft, Person"
Thursday-Violation Of Court Order,"Friday-Burglary, Attempted",2,Thursday-Violation Of Court Order
Thursday-Robbery,"Friday-Burglary, Attempted",2,Thursday-Robbery
Wednesday-Robbery,"Thursday-Sex, Unlawful",2,Wednesday-Robbery
Wednesday-Robbery,Thursday-Intimate Partner - Aggravated Assault,2,Wednesday-Robbery
"Thursday-Embezzlement, Grand Theft ($950.01 & Over)",Friday-Shoplifting - Petty Theft ($950 & Under),1,"Thursday-Embezzlement, Grand Theft ($950.01 & Over)"
"Thursday-Sex, Unlawful",Friday-Shoplifting - Petty Theft ($950 & Under),2,"Thursday-Sex, Unlawful"
Thursday-Intimate Partner - Aggravated Assault,Friday-Burglary From Vehicle,3,Thursday-Intimate Partner - Aggravated Assault
Thursday-Intimate Partner - Aggravated Assault,Friday-Shoplifting - Petty Theft ($950 & Under),2,Thursday-Intimate Partner - Aggravated Assault
Saturday-Trespassing,Sunday-Indecent Exposure,1,Saturday-Trespassing
Saturday-Theft From Motor Vehicle - Grand ($400 And Over),Sunday-Indecent Exposure,1,Saturday-Theft From Motor Vehicle - Grand ($400 And Over)
Saturday-Theft Of Identity,Sunday-Indecent Exposure,1,Saturday-Theft Of Identity
Saturday-Vandalism - Misdeameanor ($399 Or Under),Sunday-Indecent Exposure,1,Saturday-Vandalism - Misdeameanor ($399 Or Under)
Sunday-Vehicle - Stolen,Monday-Driving Without Owner Consent (Dwoc),1,Sunday-Vehicle - Stolen
Sunday-Vandalism - Misdeameanor ($399 Or Under),Monday-Driving Without Owner Consent (Dwoc),1,Sunday-Vandalism - Misdeameanor ($399 Or Under)
Sunday-Theft Plain - Petty ($950 & Under),Monday-Driving Without Owner Consent (Dwoc),2,Sunday-Theft Plain - Petty ($950 & Under)
Sunday-Robbery,Monday-Driving Without Owner Consent (Dwoc),1,Sunday-Robbery
Sunday-Indecent Exposure,Monday-Theft From Motor Vehicle - Petty ($950 & Under),1,Sunday-Indecent Exposure
Sunday-Indecent Exposure,"Monday-Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1,Sunday-Indecent Exposure
Sunday-Indecent Exposure,Monday-Driving Without Owner Consent (Dwoc),1,Sunday-Indecent Exposure
"Sunday-Assault With Deadly Weapon, Aggravated Assault",Monday-Driving Without Owner Consent (Dwoc),1,"Sunday-Assault With Deadly Weapon, Aggravated Assault"
Sunday-Battery - Simple Assault,Monday-Driving Without Owner Consent (Dwoc),1,Sunday-Battery - Simple Assault
Monday-Driving Without Owner Consent (Dwoc),Tuesday-Theft Of Identity,1,Monday-Driving Without Owner Consent (Dwoc)
