Source,Target,weight
Till Tap - Petty ($950 & Under),"Credit Cards, Fraud Use ($950.01 & Over)",9
Till Tap - Petty ($950 & Under),Criminal Homicide,38
Till Tap - Petty ($950 & Under),Criminal Threats - No Weapon Displayed,64
Till Tap - Petty ($950 & Under),Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,40
Till Tap - Petty ($950 & Under),Cruelty To Animals,21
Till Tap - Petty ($950 & Under),"Defrauding Innkeeper/Theft Of Services, $400 & Under",33
Till Tap - Petty ($950 & Under),"Defrauding Innkeeper/Theft Of Services, Over $400",6
Till Tap - Petty ($950 & Under),Discharge Firearms/Shots Fired,38
Till Tap - Petty ($950 & Under),Dishonest Employee - Grand Theft,5
Till Tap - Petty ($950 & Under),Dishonest Employee - Petty Theft,1
Till Tap - Petty ($950 & Under),Disrupt School,2
Till Tap - Petty ($950 & Under),Disturbing The Peace,39
Till Tap - Petty ($950 & Under),Document Forgery / Stolen Felony,61
Till Tap - Petty ($950 & Under),Document Worthless ($200 & Under),2
Till Tap - Petty ($950 & Under),Document Worthless ($200.01 & Over),10
Till Tap - Petty ($950 & Under),Driving Without Owner Consent (Dwoc),5
Till Tap - Petty ($950 & Under),Drunk Roll,1
Till Tap - Petty ($950 & Under),"Embezzlement, Grand Theft ($950.01 & Over)",55
Till Tap - Petty ($950 & Under),"Embezzlement, Petty Theft ($950 & Under)",8
Till Tap - Petty ($950 & Under),Extortion,27
Till Tap - Petty ($950 & Under),Failure To Disperse,1
Till Tap - Petty ($950 & Under),Failure To Yield,7
Till Tap - Petty ($950 & Under),False Imprisonment,17
Till Tap - Petty ($950 & Under),False Police Report,7
Till Tap - Petty ($950 & Under),Illegal Dumping,9
Till Tap - Petty ($950 & Under),Indecent Exposure,39
Till Tap - Petty ($950 & Under),Intimate Partner - Aggravated Assault,52
Till Tap - Petty ($950 & Under),Intimate Partner - Simple Assault,64
Till Tap - Petty ($950 & Under),Kidnapping,24
Till Tap - Petty ($950 & Under),Kidnapping - Grand Attempt,11
Till Tap - Petty ($950 & Under),"Letters, Lewd",64
Till Tap - Petty ($950 & Under),Lewd Conduct,16
Till Tap - Petty ($950 & Under),Lynching - Attempted,1
Till Tap - Petty ($950 & Under),Oral Copulation,21
Till Tap - Petty ($950 & Under),Other Assault,29
Till Tap - Petty ($950 & Under),Other Miscellaneous Crime,62
Till Tap - Petty ($950 & Under),Pandering,4
Till Tap - Petty ($950 & Under),Peeping Tom,24
Till Tap - Petty ($950 & Under),Petty Theft - Auto Repair,1
Till Tap - Petty ($950 & Under),Pickpocket,16
Till Tap - Petty ($950 & Under),"Pickpocket, Attempt",1
Till Tap - Petty ($950 & Under),Pimping,4
Till Tap - Petty ($950 & Under),Prowler,16
Till Tap - Petty ($950 & Under),Purse Snatching,15
Till Tap - Petty ($950 & Under),Purse Snatching - Attempt,1
Till Tap - Petty ($950 & Under),"Rape, Attempted",16
Till Tap - Petty ($950 & Under),"Rape, Forcible",54
Till Tap - Petty ($950 & Under),Reckless Driving,1
Till Tap - Petty ($950 & Under),"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",1
Till Tap - Petty ($950 & Under),Resisting Arrest,33
Till Tap - Petty ($950 & Under),Robbery,64
Till Tap - Petty ($950 & Under),"Sex, Unlawful",29
Till Tap - Petty ($950 & Under),Sexual Pentration With A Foreign Object,26
Till Tap - Petty ($950 & Under),Shoplifting - Attempt,5
Till Tap - Petty ($950 & Under),Shoplifting - Petty Theft ($950 & Under),64
Till Tap - Petty ($950 & Under),Shoplifting-Grand Theft ($950.01 & Over),41
Till Tap - Petty ($950 & Under),Shots Fired At Inhabited Dwelling,32
Till Tap - Petty ($950 & Under),"Shots Fired At Moving Vehicle, Train Or Aircraft",2
Till Tap - Petty ($950 & Under),Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,13
Till Tap - Petty ($950 & Under),Stalking,22
Till Tap - Petty ($950 & Under),Telephone Property - Damage,1
Till Tap - Petty ($950 & Under),Theft From Motor Vehicle - Attempt,20
Till Tap - Petty ($950 & Under),Theft From Motor Vehicle - Grand ($400 And Over),64
Till Tap - Petty ($950 & Under),Theft From Motor Vehicle - Petty ($950 & Under),64
Till Tap - Petty ($950 & Under),Theft From Person - Attempt,4
Till Tap - Petty ($950 & Under),Theft Of Identity,64
Till Tap - Petty ($950 & Under),Theft Plain - Attempt,19
Till Tap - Petty ($950 & Under),Theft Plain - Petty ($950 & Under),64
Till Tap - Petty ($950 & Under),"Theft, Coin Machine - Grand ($950.01 & Over)",2
Till Tap - Petty ($950 & Under),"Theft, Coin Machine - Petty ($950 & Under)",4
Till Tap - Petty ($950 & Under),"Theft, Person",61
Till Tap - Petty ($950 & Under),"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",64
Till Tap - Petty ($950 & Under),Threatening Phone Calls/Letters,39
Till Tap - Petty ($950 & Under),Throwing Object At Moving Vehicle,22
Till Tap - Petty ($950 & Under),Till Tap - Petty ($950 & Under),3
Till Tap - Petty ($950 & Under),Trespassing,64
Till Tap - Petty ($950 & Under),Unauthorized Computer Access,21
Till Tap - Petty ($950 & Under),Unknown,9
Till Tap - Petty ($950 & Under),"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",64
Till Tap - Petty ($950 & Under),Vandalism - Misdeameanor ($399 Or Under),64
Till Tap - Petty ($950 & Under),Vehicle - Attempt Stolen,37
Till Tap - Petty ($950 & Under),Vehicle - Stolen,64
Till Tap - Petty ($950 & Under),Violation Of Court Order,62
Till Tap - Petty ($950 & Under),Violation Of Restraining Order,64
Till Tap - Petty ($950 & Under),Violation Of Temporary Restraining Order,22
Till Tap - Petty ($950 & Under),Weapons Possession/Bombing,6
Train Wrecking,Assault With Deadly Weapon On Police Officer,1
Train Wrecking,"Assault With Deadly Weapon, Aggravated Assault",1
Train Wrecking,Attempted Robbery,1
Train Wrecking,Battery - Simple Assault,1
Train Wrecking,Battery With Sexual Contact,1
Train Wrecking,Bike - Stolen,1
Train Wrecking,Brandish Weapon,1
Train Wrecking,"Bunco, Attempt",1
Train Wrecking,"Bunco, Grand Theft",1
Train Wrecking,"Bunco, Petty Theft",1
Train Wrecking,Burglary,1
Train Wrecking,Burglary From Vehicle,1
Train Wrecking,"Burglary From Vehicle, Attempted",1
Train Wrecking,"Burglary, Attempted",1
Train Wrecking,Child Abuse (Physical) - Aggravated Assault,1
Train Wrecking,Child Annoying (17Yrs & Under),1
Train Wrecking,Contempt Of Court,1
Train Wrecking,Criminal Homicide,1
Train Wrecking,Criminal Threats - No Weapon Displayed,1
Train Wrecking,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,1
Train Wrecking,Discharge Firearms/Shots Fired,1
Train Wrecking,Disturbing The Peace,1
Train Wrecking,Document Forgery / Stolen Felony,1
Train Wrecking,"Embezzlement, Grand Theft ($950.01 & Over)",1
Train Wrecking,Extortion,1
Train Wrecking,Indecent Exposure,1
Train Wrecking,Intimate Partner - Aggravated Assault,1
Train Wrecking,Intimate Partner - Simple Assault,1
Train Wrecking,Oral Copulation,1
Train Wrecking,Other Miscellaneous Crime,1
Train Wrecking,Pimping,1
Train Wrecking,Prowler,1
Train Wrecking,"Rape, Forcible",1
Train Wrecking,Robbery,1
Train Wrecking,"Sex, Unlawful",1
Train Wrecking,Shoplifting - Petty Theft ($950 & Under),1
Train Wrecking,Shoplifting-Grand Theft ($950.01 & Over),1
Train Wrecking,Shots Fired At Inhabited Dwelling,1
Train Wrecking,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,1
Train Wrecking,Theft From Motor Vehicle - Attempt,1
Train Wrecking,Theft From Motor Vehicle - Grand ($400 And Over),1
Train Wrecking,Theft From Motor Vehicle - Petty ($950 & Under),1
Train Wrecking,Theft Of Identity,1
Train Wrecking,Theft Plain - Petty ($950 & Under),1
Train Wrecking,"Theft, Person",1
Train Wrecking,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",1
Train Wrecking,Throwing Object At Moving Vehicle,1
Train Wrecking,Trespassing,1
Train Wrecking,Unauthorized Computer Access,1
Train Wrecking,Unknown,1
Train Wrecking,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",1
Train Wrecking,Vandalism - Misdeameanor ($399 Or Under),1
Train Wrecking,Vehicle - Attempt Stolen,1
Train Wrecking,Vehicle - Stolen,1
Train Wrecking,Violation Of Court Order,1
Train Wrecking,Violation Of Restraining Order,1
Trespassing,Abortion/Illegal,3
Trespassing,Arson,2490
Trespassing,Assault With Deadly Weapon On Police Officer,1154
Trespassing,"Assault With Deadly Weapon, Aggravated Assault",14291
Trespassing,Attempted Robbery,7571
Trespassing,Battery - Simple Assault,14303
Trespassing,Battery On A Firefighter,218
Trespassing,Battery Police (Simple),3130
Trespassing,Battery With Sexual Contact,6814
Trespassing,"Beastiality, Crime Against Nature Sexual Asslt With Anim0065",19
Trespassing,Bigamy,9
Trespassing,Bike - Attempted Stolen,27
Trespassing,Bike - Stolen,7211
Trespassing,Blocking Door Induction Center,3
Trespassing,Boat - Stolen,222
Trespassing,Bomb Scare,830
Trespassing,Brandish Weapon,7532
Trespassing,Bribery,27
Trespassing,"Bunco, Attempt",443
Trespassing,"Bunco, Grand Theft",4670
Trespassing,"Bunco, Petty Theft",3049
Trespassing,Burglary,14291
Trespassing,Burglary From Vehicle,14288
Trespassing,"Burglary From Vehicle, Attempted",2208
Trespassing,"Burglary, Attempted",8071
Trespassing,Child Abandonment,69
Trespassing,Child Abuse (Physical) - Aggravated Assault,1240
Trespassing,Child Abuse (Physical) - Simple Assault,5712
Trespassing,Child Annoying (17Yrs & Under),3607
Trespassing,Child Neglect (See 300 W.I.C.),3932
Trespassing,Child Stealing,884
Trespassing,Conspiracy,45
Trespassing,Contempt Of Court,2278
Trespassing,Contributing,146
Trespassing,Counterfeit,669
Trespassing,"Credit Cards, Fraud Use ($950 & Under",185
Trespassing,"Credit Cards, Fraud Use ($950.01 & Over)",649
Trespassing,Criminal Homicide,2073
Trespassing,Criminal Threats - No Weapon Displayed,14137
Trespassing,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,4422
Trespassing,Cruelty To Animals,1090
Trespassing,"Defrauding Innkeeper/Theft Of Services, $400 & Under",1642
Trespassing,"Defrauding Innkeeper/Theft Of Services, Over $400",167
Trespassing,Discharge Firearms/Shots Fired,2663
Trespassing,Dishonest Employee - Grand Theft,125
Trespassing,Dishonest Employee - Petty Theft,94
Trespassing,Dishonest Employee Attempted Theft,7
Trespassing,Disrupt School,32
Trespassing,Disturbing The Peace,2654
Trespassing,Document Forgery / Stolen Felony,11276
Trespassing,Document Worthless ($200 & Under),39
Trespassing,Document Worthless ($200.01 & Over),264
Trespassing,Driving Without Owner Consent (Dwoc),363
Trespassing,"Drugs, To A Minor",35
Trespassing,Drunk Roll,26
Trespassing,"Embezzlement, Grand Theft ($950.01 & Over)",5197
Trespassing,"Embezzlement, Petty Theft ($950 & Under)",453
Trespassing,Extortion,1568
Trespassing,Failure To Disperse,18
Trespassing,Failure To Yield,243
Trespassing,False Imprisonment,696
Trespassing,False Police Report,302
Trespassing,Grand Theft / Auto Repair,12
Trespassing,Grand Theft / Insurance Fraud,63
Trespassing,Illegal Dumping,383
Trespassing,Incest (Sexual Acts Between Blood Relatives),8
Trespassing,Inciting A Riot,8
Trespassing,Indecent Exposure,2469
Trespassing,Intimate Partner - Aggravated Assault,6907
Trespassing,Intimate Partner - Simple Assault,14302
Trespassing,Kidnapping,1585
Trespassing,Kidnapping - Grand Attempt,576
Trespassing,"Letters, Lewd",10301
Trespassing,Lewd Conduct,938
Trespassing,Lynching,38
Trespassing,Lynching - Attempted,19
Trespassing,"Manslaughter, Negligent",3
Trespassing,Oral Copulation,1189
Trespassing,Other Assault,1769
Trespassing,Other Miscellaneous Crime,10566
Trespassing,Pandering,192
Trespassing,Peeping Tom,864
Trespassing,Petty Theft - Auto Repair,19
Trespassing,Pickpocket,561
Trespassing,"Pickpocket, Attempt",15
Trespassing,Pimping,393
Trespassing,Prowler,704
Trespassing,Purse Snatching,950
Trespassing,Purse Snatching - Attempt,39
Trespassing,"Rape, Attempted",846
Trespassing,"Rape, Forcible",6241
Trespassing,Reckless Driving,169
Trespassing,"Replica Firearms(Sale,Display,Manufacture Or Distribute)0132",17
Trespassing,Resisting Arrest,2439
Trespassing,Robbery,14297
Trespassing,"Sex, Unlawful",2491
Trespassing,Sexual Pentration With A Foreign Object,1480
Trespassing,Shoplifting - Attempt,151
Trespassing,Shoplifting - Petty Theft ($950 & Under),14006
Trespassing,Shoplifting-Grand Theft ($950.01 & Over),2555
Trespassing,Shots Fired At Inhabited Dwelling,1921
Trespassing,"Shots Fired At Moving Vehicle, Train Or Aircraft",176
Trespassing,Sodomy/Sexual Contact B/W Penis Of One Pers To Anus Oth 0007=02,944
Trespassing,Stalking,1422
Trespassing,Telephone Property - Damage,33
Trespassing,Theft From Motor Vehicle - Attempt,918
Trespassing,Theft From Motor Vehicle - Grand ($400 And Over),12923
Trespassing,Theft From Motor Vehicle - Petty ($950 & Under),14280
Trespassing,Theft From Person - Attempt,219
Trespassing,Theft Of Identity,14255
Trespassing,Theft Plain - Attempt,1278
Trespassing,Theft Plain - Petty ($950 & Under),14302
Trespassing,"Theft, Coin Machine - Attempt",17
Trespassing,"Theft, Coin Machine - Grand ($950.01 & Over)",33
Trespassing,"Theft, Coin Machine - Petty ($950 & Under)",166
Trespassing,"Theft, Person",8482
Trespassing,"Theft-Grand ($950.01 & Over)Excpt,Guns,Fowl,Livestk,Prod0036",14237
Trespassing,Threatening Phone Calls/Letters,2434
Trespassing,Throwing Object At Moving Vehicle,1108
Trespassing,Till Tap - Attempt,2
Trespassing,Till Tap - Grand Theft ($950.01 & Over),10
Trespassing,Till Tap - Petty ($950 & Under),63
Trespassing,Train Wrecking,1
Trespassing,Trespassing,10706
Trespassing,Unauthorized Computer Access,941
Trespassing,Unknown,399
Trespassing,"Vandalism - Felony ($400 & Over, All Church Vandalisms) 0114",14285
Trespassing,Vandalism - Misdeameanor ($399 Or Under),14289
Trespassing,Vehicle - Attempt Stolen,2439
Trespassing,Vehicle - Stolen,14302
Trespassing,Violation Of Court Order,10619
Trespassing,Violation Of Restraining Order,10298
Trespassing,Violation Of Temporary Restraining Order,1006
Trespassing,Weapons Possession/Bombing,133
Unauthorized Computer Access,Arson,478
Unauthorized Computer Access,Assault With Deadly Weapon On Police Officer,207
Unauthorized Computer Access,"Assault With Deadly Weapon, Aggravated Assault",962
Unauthorized Computer Access,Attempted Robbery,904
Unauthorized Computer Access,Battery - Simple Assault,962
Unauthorized Computer Access,Battery On A Firefighter,57
Unauthorized Computer Access,Battery Police (Simple),532
Unauthorized Computer Access,Battery With Sexual Contact,856
Unauthorized Computer Access,"Beastiality, Crime Against Nature Sexual Asslt With Anim0065",2
Unauthorized Computer Access,Bigamy,3
Unauthorized Computer Access,Bike - Attempted Stolen,11
Unauthorized Computer Access,Bike - Stolen,770
Unauthorized Computer Access,Blocking Door Induction Center,1
Unauthorized Computer Access,Boat - Stolen,61
Unauthorized Computer Access,Bomb Scare,192
Unauthorized Computer Access,Brandish Weapon,857
Unauthorized Computer Access,Bribery,5
Unauthorized Computer Access,"Bunco, Attempt",145
Unauthorized Computer Access,"Bunco, Grand Theft",706
Unauthorized Computer Access,"Bunco, Petty Theft",550
Unauthorized Computer Access,Burglary,961
Unauthorized Computer Access,Burglary From Vehicle,962
Unauthorized Computer Access,"Burglary From Vehicle, Attempted",482
Unauthorized Computer Access,"Burglary, Attempted",912
Unauthorized Computer Access,Child Abandonment,16
Unauthorized Computer Access,Child Abuse (Physical) - Aggravated Assault,287
Unauthorized Computer Access,Child Abuse (Physical) - Simple Assault,790
Unauthorized Computer Access,Child Annoying (17Yrs & Under),591
Unauthorized Computer Access,Child Neglect (See 300 W.I.C.),612
Unauthorized Computer Access,Child Stealing,194
Unauthorized Computer Access,Conspiracy,10
Unauthorized Computer Access,Contempt Of Court,395
Unauthorized Computer Access,Contributing,35
Unauthorized Computer Access,Counterfeit,145
Unauthorized Computer Access,"Credit Cards, Fraud Use ($950 & Under",52
Unauthorized Computer Access,"Credit Cards, Fraud Use ($950.01 & Over)",154
Unauthorized Computer Access,Criminal Homicide,432
Unauthorized Computer Access,Criminal Threats - No Weapon Displayed,961
Unauthorized Computer Access,Crm Agnst Chld (13 Or Under) (14-15 & Susp 10 Yrs Older)0060,651
Unauthorized Computer Access,Cruelty To Animals,250
Unauthorized Computer Access,"Defrauding Innkeeper/Theft Of Services, $400 & Under",354
Unauthorized Computer Access,"Defrauding Innkeeper/Theft Of Services, Over $400",40
Unauthorized Computer Access,Discharge Firearms/Shots Fired,523
Unauthorized Computer Access,Dishonest Employee - Grand Theft,41
Unauthorized Computer Access,Dishonest Employee - Petty Theft,27
Unauthorized Computer Access,Dishonest Employee Attempted Theft,5
Unauthorized Computer Access,Disrupt School,10
Unauthorized Computer Access,Disturbing The Peace,528
Unauthorized Computer Access,Document Forgery / Stolen Felony,949
Unauthorized Computer Access,Document Worthless ($200 & Under),6
Unauthorized Computer Access,Document Worthless ($200.01 & Over),71
Unauthorized Computer Access,Driving Without Owner Consent (Dwoc),109
Unauthorized Computer Access,"Drugs, To A Minor",11
Unauthorized Computer Access,Drunk Roll,6
Unauthorized Computer Access,"Embezzlement, Grand Theft ($950.01 & Over)",761
Unauthorized Computer Access,"Embezzlement, Petty Theft ($950 & Under)",115
Unauthorized Computer Access,Extortion,363
Unauthorized Computer Access,Failure To Disperse,3
Unauthorized Computer Access,Failure To Yield,70
Unauthorized Computer Access,False Imprisonment,170
Unauthorized Computer Access,False Police Report,83
Unauthorized Computer Access,Grand Theft / Auto Repair,2
Unauthorized Computer Access,Grand Theft / Insurance Fraud,16
Unauthorized Computer Access,Illegal Dumping,96
Unauthorized Computer Access,Incest (Sexual Acts Between Blood Relatives),4
Unauthorized Computer Access,Inciting A Riot,1
Unauthorized Computer Access,Indecent Exposure,495
Unauthorized Computer Access,Intimate Partner - Aggravated Assault,719
Unauthorized Computer Access,Intimate Partner - Simple Assault,962
Unauthorized Computer Access,Kidnapping,370
Unauthorized Computer Access,Kidnapping - Grand Attempt,150
Unauthorized Computer Access,"Letters, Lewd",943
Unauthorized Computer Access,Lewd Conduct,228
Unauthorized Computer Access,Lynching,12
Unauthorized Computer Access,Lynching - Attempted,8
